transaction_name,amount,category,category_encoded
SHOPEEPAY*PROMO - <ID>,367500.0,Belanja,0
DBT MIE GACOAN REST - <ID>,116550.0,Makanan & Minuman,2
SP0T1FY*PR3M1UM - <ID>,223110.0,Hiburan,1
INTERNET WIFI BROADBAND - <ID>,240900.0,Tagihan,3
INTERNET WIFI BROADBAND - <ID>,447330.0,Tagihan,3
M-BCA SHOPEEPAY*PROMO - <ID>,860000.0,Belanja,0
PEMBAYARAN PLN*REK - <ID>,335220.0,Tagihan,3
KOPI KENANGAN CAFE - <ID>,57720.0,Makanan & Minuman,2
BELANJA ELEKTRONIK*MEMO - <ID>,231000.0,Belanja,0
BELANJA ELEKTRONIK*MEMO - <ID>,535020.0,Belanja,0
GO-FOOD TRANSAKSI - <ID>,37000.0,Makanan & Minuman,2
TIKET BIOSKOP XXI - <ID>,255000.0,Hiburan,1
BOOKING HOTEL TRAVELOKA - <ID>,71100.0,Transport,4
M4K4N D1 R3ST0R4N - <ID>,79000.0,Makanan & Minuman,2
GO-FOOD TRANSAKSI - <ID>,55500.0,Makanan & Minuman,2
CINEMA XXI MOVIE TICKET - <ID>,242500.0,Hiburan,1
CINEMA XXI MOVIE TICKET - <ID>,183750.0,Hiburan,1
P3MB4Y4R4N PLN*R3K - <ID>,641580.0,Tagihan,3
TRF-V GO-FOOD TRANSAKSI - <ID>,21090.0,Makanan & Minuman,2
BELANJA ELEKTRONIK*MEMO - <ID>,776000.0,Belanja,0
NETFLIX*SUBSCRIPTION - <ID>,123000.0,Hiburan,1
BELANJA ELEKTRONIK*MEMO - <ID>,416000.0,Belanja,0
TRF-V DISNEY HOTSTAR*MEMO - <ID>,273000.0,Hiburan,1
PEMBAYARAN PLN*REK - <ID>,243090.0,Tagihan,3
PEMBAYARAN PAM*PDAM - <ID>,491250.0,Tagihan,3
BELANJA FASHION*MEMO - <ID>,563880.0,Belanja,0
T0K0P3D14*M3M0 - <ID>,236000.0,Belanja,0
CINEMA XXI MOVIE TICKET - <ID>,54390.0,Hiburan,1
BOOKING HOTEL TRAVELOKA - <ID>,13500.0,Transport,4
GO-FOOD TRANSAKSI - <ID>,119250.0,Makanan & Minuman,2
KOPI KENANGAN CAFE - <ID>,148000.0,Makanan & Minuman,2
TIKET BIOSKOP XXI - <ID>,243090.0,Hiburan,1
SHOPEEPAY*PROMO - <ID>,599250.0,Belanja,0
TOKOPEDIA*MEMO - <ID>,855750.0,Belanja,0
M-BCA NETFLIX*SUBSCRIPTION - <ID>,309690.0,Hiburan,1
DBT IKEA*MEMO - <ID>,336500.0,Belanja,0
CINEMA XXI MOVIE TICKET - <ID>,125430.0,Hiburan,1
GO-FOOD TRANSAKSI - <ID>,126540.0,Makanan & Minuman,2
GO-FOOD TRANSAKSI - <ID>,68000.0,Makanan & Minuman,2
TIKET KERETA KAI - <ID>,25000.0,Transport,4
PEMBAYARAN PLN*REK - <ID>,404750.0,Tagihan,3
GRAB RIDE OVO - <ID>,47000.0,Transport,4
DBT BOOKING HOTEL TRAVELOKA - <ID>,53000.0,Transport,4
TIKET BIOSKOP XXI - <ID>,151000.0,Hiburan,1
GROCERY INDOMARET - <ID>,133200.0,Makanan & Minuman,2
TIKET KERETA KAI - <ID>,31900.0,Transport,4
BELANJA ELEKTRONIK*MEMO - <ID>,407500.0,Belanja,0
DBT TIKET PESAWAT - <ID>,1035900.0,Transport,4
TRF-V TOKOPEDIA*MEMO - <ID>,365000.0,Belanja,0
TIKET PESAWAT - <ID>,1354000.0,Transport,4
PEMBAYARAN PLN*REK - <ID>,237500.0,Tagihan,3
KOPI KENANGAN CAFE - <ID>,66600.0,Makanan & Minuman,2
NETFLIX*SUBSCRIPTION - <ID>,103100.0,Hiburan,1
DRV BELANJA ELEKTRONIK*MEMO - <ID>,84500.0,Belanja,0
MAKAN DI RESTORAN - <ID>,97000.0,Makanan & Minuman,2
MCDONALDS MEAL PAYMENT - <ID>,145500.0,Makanan & Minuman,2
TOKOPEDIA*MEMO - <ID>,874680.0,Belanja,0
PEMBAYARAN PAM*PDAM - <ID>,478000.0,Tagihan,3
T1K3T B10SK0P XX1 - <ID>,306360.0,Hiburan,1
SPOTIFY*PREMIUM - <ID>,162000.0,Hiburan,1
SPOTIFY*PREMIUM - <ID>,192000.0,Hiburan,1
TOKOPEDIA*MEMO - <ID>,141250.0,Belanja,0
GR4B R1D3 0V0 - <ID>,48000.0,Transport,4
ASURANSI*AUTO-DEBET - <ID>,503750.0,Tagihan,3
TIKET BIOSKOP XXI - <ID>,64000.0,Hiburan,1
TRF-V BOOKING HOTEL TRAVELOKA - <ID>,46000.0,Transport,4
B3L4NJ4 3L3KTR0N1K*M3M0 - <ID>,297750.0,Belanja,0
DRV MAKAN DI RESTORAN - <ID>,54000.0,Makanan & Minuman,2
ASURANSI*AUTO-DEBET - <ID>,485250.0,Tagihan,3
INTERNET WIFI BROADBAND - <ID>,456250.0,Tagihan,3
IKEA*MEMO - <ID>,744250.0,Belanja,0
KOPI KENANGAN CAFE - <ID>,109000.0,Makanan & Minuman,2
PEMBAYARAN PLN*REK - <ID>,747250.0,Tagihan,3
BELANJA ELEKTRONIK*MEMO - <ID>,907000.0,Belanja,0
DRV NETFLIX*SUBSCRIPTION - <ID>,267000.0,Hiburan,1
4SUR4NS1*4UT0-D3B3T - <ID>,335220.0,Tagihan,3
SPOTIFY*PREMIUM - <ID>,202000.0,Hiburan,1
BELANJA ELEKTRONIK*MEMO - <ID>,195000.0,Belanja,0
TOKOPEDIA*MEMO - <ID>,193000.0,Belanja,0
PEMBAYARAN PLN*REK - <ID>,514250.0,Tagihan,3
TIKET BUS DAMRI - <ID>,32190.0,Transport,4
ISI BENSIN PERTAMINA - <ID>,69000.0,Transport,4
ISI PULSA/DATA*MEMO - <ID>,153750.0,Tagihan,3
TOKOPEDIA*MEMO - <ID>,573000.0,Belanja,0
ISI PULSA/DATA*MEMO - <ID>,325250.0,Tagihan,3
TIKET BIOSKOP XXI - <ID>,210000.0,Hiburan,1
M13 G4C04N R3ST - <ID>,41000.0,Makanan & Minuman,2
TRF-V PEMBAYARAN PAM*PDAM - <ID>,667750.0,Tagihan,3
TRF-V TIKET BIOSKOP XXI - <ID>,326340.0,Hiburan,1
ISI PULSA/DATA*MEMO - <ID>,692640.0,Tagihan,3
DRV SHOPEEPAY*PROMO - <ID>,903900.0,Belanja,0
BELANJA ELEKTRONIK*MEMO - <ID>,950160.0,Belanja,0
TOKOPEDIA*MEMO - <ID>,124100.0,Belanja,0
TRF-V BOOKING HOTEL TRAVELOKA - <ID>,18500.0,Transport,4
TRF-V TIKET BUS DAMRI - <ID>,74000.0,Transport,4
TIKET KERETA KAI - <ID>,58000.0,Transport,4
TIKET BUS DAMRI - <ID>,74500.0,Transport,4
CINEMA XXI MOVIE TICKET - <ID>,153500.0,Hiburan,1
NETFLIX*SUBSCRIPTION - <ID>,178750.0,Hiburan,1
SHOPEEPAY*PROMO - <ID>,405000.0,Belanja,0
SHOPEEPAY*PROMO - <ID>,460650.0,Belanja,0
MIE GACOAN REST - <ID>,79920.0,Makanan & Minuman,2
GRABFOOD MEMO - <ID>,58830.0,Makanan & Minuman,2
BELANJA ELEKTRONIK*MEMO - <ID>,659000.0,Belanja,0
NETFLIX*SUBSCRIPTION - <ID>,205500.0,Hiburan,1
MIE GACOAN REST - <ID>,89500.0,Makanan & Minuman,2
INTERNET WIFI BROADBAND - <ID>,538250.0,Tagihan,3
GROCERY INDOMARET - <ID>,62160.0,Makanan & Minuman,2
GO-FOOD TRANSAKSI - <ID>,19100.0,Makanan & Minuman,2
M-BCA GRABFOOD MEMO - <ID>,151000.0,Makanan & Minuman,2
TIKET BIOSKOP XXI - <ID>,94900.0,Hiburan,1
IKEA*MEMO - <ID>,880000.0,Belanja,0
DBT SHOPEEPAY*PROMO - <ID>,466500.0,Belanja,0
MIE GACOAN REST - <ID>,87000.0,Makanan & Minuman,2
TRF-V SHOPEEPAY*PROMO - <ID>,617100.0,Belanja,0
DRV SHOPEEPAY*PROMO - <ID>,391500.0,Belanja,0
TOKOPEDIA*MEMO - <ID>,438500.0,Belanja,0
GRAB RIDE OVO - <ID>,76590.0,Transport,4
TIKET PESAWAT - <ID>,1071100.0,Transport,4
GR4B R1D3 0V0 - <ID>,15540.0,Transport,4
PEMBAYARAN PLN*REK - <ID>,323000.0,Tagihan,3
BELANJA FASHION*MEMO - <ID>,303030.0,Belanja,0
TRF-V BOOKING HOTEL TRAVELOKA - <ID>,72100.0,Transport,4
ISI BENSIN PERTAMINA - <ID>,42500.0,Transport,4
TIKET BIOSKOP XXI - <ID>,286380.0,Hiburan,1
ISI PULSA/DATA*MEMO - <ID>,577500.0,Tagihan,3
SPOTIFY*PREMIUM - <ID>,45510.0,Hiburan,1
ISI BENSIN PERTAMINA - <ID>,34410.0,Transport,4
CINEMA XXI MOVIE TICKET - <ID>,184900.0,Hiburan,1
BELANJA FASHION*MEMO - <ID>,126000.0,Belanja,0
DRV ISI PULSA/DATA*MEMO - <ID>,556100.0,Tagihan,3
MAKAN DI RESTORAN - <ID>,149850.0,Makanan & Minuman,2
SPOTIFY*PREMIUM - <ID>,63250.0,Hiburan,1
INTERNET WIFI BROADBAND - <ID>,315240.0,Tagihan,3
TOKOPEDIA*MEMO - <ID>,109000.0,Belanja,0
PEMBAYARAN PAM*PDAM - <ID>,307470.0,Tagihan,3
CINEMA XXI MOVIE TICKET - <ID>,258000.0,Hiburan,1
PEMBAYARAN PLN*REK - <ID>,852480.0,Tagihan,3
M-BCA ISI PULSA/DATA*MEMO - <ID>,644910.0,Tagihan,3
AMUSEMENT PARK ENTRANCE - <ID>,155400.0,Hiburan,1
MIE GACOAN REST - <ID>,48840.0,Makanan & Minuman,2
MIE GACOAN REST - <ID>,93240.0,Makanan & Minuman,2
MCDONALDS MEAL PAYMENT - <ID>,16650.0,Makanan & Minuman,2
NETFLIX*SUBSCRIPTION - <ID>,319680.0,Hiburan,1
MCDONALDS MEAL PAYMENT - <ID>,72500.0,Makanan & Minuman,2
CINEMA XXI MOVIE TICKET - <ID>,65750.0,Hiburan,1
4SUR4NS1*4UT0-D3B3T - <ID>,369500.0,Tagihan,3
TOKOPEDIA*MEMO - <ID>,814500.0,Belanja,0
SPOTIFY*PREMIUM - <ID>,76500.0,Hiburan,1
IKEA*MEMO - <ID>,228660.0,Belanja,0
BELANJA ELEKTRONIK*MEMO - <ID>,809750.0,Belanja,0
TRF-V TOKOPEDIA*MEMO - <ID>,647000.0,Belanja,0
TIKET BIOSKOP XXI - <ID>,178710.0,Hiburan,1
GRAB RIDE OVO - <ID>,106560.0,Transport,4
M-BCA BOOKING HOTEL TRAVELOKA - <ID>,83250.0,Transport,4
IKEA*MEMO - <ID>,449000.0,Belanja,0
ISI PULSA/DATA*MEMO - <ID>,155750.0,Tagihan,3
GROCERY INDOMARET - <ID>,144300.0,Makanan & Minuman,2
CINEMA XXI MOVIE TICKET - <ID>,286380.0,Hiburan,1
1S1 B3NS1N P3RT4M1N4 - <ID>,96000.0,Transport,4
T1K3T K3R3T4 K41 - <ID>,104000.0,Transport,4
GRABFOOD MEMO - <ID>,33000.0,Makanan & Minuman,2
DISNEY HOTSTAR*MEMO - <ID>,68820.0,Hiburan,1
AMUSEMENT PARK ENTRANCE - <ID>,298000.0,Hiburan,1
DISNEY HOTSTAR*MEMO - <ID>,146750.0,Hiburan,1
TIKET BUS DAMRI - <ID>,30000.0,Transport,4
GO-FOOD TRANSAKSI - <ID>,126540.0,Makanan & Minuman,2
TIKET BUS DAMRI - <ID>,24000.0,Transport,4
SH0P33P4Y*PR0M0 - <ID>,92100.0,Belanja,0
PEMBAYARAN PLN*REK - <ID>,298000.0,Tagihan,3
IKEA*MEMO - <ID>,936750.0,Belanja,0
1S1 PULS4/D4T4*M3M0 - <ID>,865800.0,Tagihan,3
TIKET BIOSKOP XXI - <ID>,35500.0,Hiburan,1
ASURANSI*AUTO-DEBET - <ID>,509490.0,Tagihan,3
SP0T1FY*PR3M1UM - <ID>,38000.0,Hiburan,1
DISNEY HOTSTAR*MEMO - <ID>,210000.0,Hiburan,1
DRV TOKOPEDIA*MEMO - <ID>,714840.0,Belanja,0
SPOTIFY*PREMIUM - <ID>,127750.0,Hiburan,1
T1K3T P3S4W4T - <ID>,19750.0,Transport,4
MCDONALDS MEAL PAYMENT - <ID>,109000.0,Makanan & Minuman,2
CINEMA XXI MOVIE TICKET - <ID>,278000.0,Hiburan,1
TRF-V SPOTIFY*PREMIUM - <ID>,205500.0,Hiburan,1
NETFLIX*SUBSCRIPTION - <ID>,132000.0,Hiburan,1
INTERNET WIFI BROADBAND - <ID>,177600.0,Tagihan,3
TIKET PESAWAT - <ID>,1298700.0,Transport,4
TOKOPEDIA*MEMO - <ID>,834500.0,Belanja,0
MCDONALDS MEAL PAYMENT - <ID>,80000.0,Makanan & Minuman,2
TOKOPEDIA*MEMO - <ID>,599000.0,Belanja,0
INTERNET WIFI BROADBAND - <ID>,354000.0,Tagihan,3
BELANJA ELEKTRONIK*MEMO - <ID>,917000.0,Belanja,0
TIKET PESAWAT - <ID>,1016760.0,Transport,4
TIKET KERETA KAI - <ID>,53000.0,Transport,4
SPOTIFY*PREMIUM - <ID>,301500.0,Hiburan,1
GRABFOOD MEMO - <ID>,143000.0,Makanan & Minuman,2
MIE GACOAN REST - <ID>,84500.0,Makanan & Minuman,2
IKEA*MEMO - <ID>,133200.0,Belanja,0
SHOPEEPAY*PROMO - <ID>,929000.0,Belanja,0
TRF-V BELANJA ELEKTRONIK*MEMO - <ID>,781750.0,Belanja,0
SPOTIFY*PREMIUM - <ID>,248250.0,Hiburan,1
T1K3T BUS D4MR1 - <ID>,40100.0,Transport,4
GR4BF00D M3M0 - <ID>,92000.0,Makanan & Minuman,2
TRF-V PEMBAYARAN PLN*REK - <ID>,547100.0,Tagihan,3
G0P4Y G0-R1D3 - <ID>,55500.0,Transport,4
GR0C3RY 1ND0M4R3T - <ID>,117900.0,Makanan & Minuman,2
MAKAN DI RESTORAN - <ID>,102100.0,Makanan & Minuman,2
TOKOPEDIA*MEMO - <ID>,196500.0,Belanja,0
KOPI KENANGAN CAFE - <ID>,17750.0,Makanan & Minuman,2
INTERNET WIFI BROADBAND - <ID>,765900.0,Tagihan,3
B3L4NJ4 F4SH10N*M3M0 - <ID>,599400.0,Belanja,0
PEMBAYARAN PLN*REK - <ID>,469500.0,Tagihan,3
BOOKING HOTEL TRAVELOKA - <ID>,78000.0,Transport,4
IKEA*MEMO - <ID>,791430.0,Belanja,0
TIKET KERETA KAI - <ID>,94000.0,Transport,4
GOPAY GO-RIDE - <ID>,63270.0,Transport,4
ISI PULSA/DATA*MEMO - <ID>,84100.0,Tagihan,3
DRV TIKET PESAWAT - <ID>,1501900.0,Transport,4
TRF-V BELANJA FASHION*MEMO - <ID>,666250.0,Belanja,0
MCDONALDS MEAL PAYMENT - <ID>,27750.0,Makanan & Minuman,2
GROCERY INDOMARET - <ID>,75000.0,Makanan & Minuman,2
TIKET BIOSKOP XXI - <ID>,48900.0,Hiburan,1
GRAB RIDE OVO - <ID>,80000.0,Transport,4
GO-FOOD TRANSAKSI - <ID>,128000.0,Makanan & Minuman,2
CINEMA XXI MOVIE TICKET - <ID>,250500.0,Hiburan,1
BELANJA ELEKTRONIK*MEMO - <ID>,949100.0,Belanja,0
GRAB RIDE OVO - <ID>,36630.0,Transport,4
SPOTIFY*PREMIUM - <ID>,247000.0,Hiburan,1
PEMBAYARAN PAM*PDAM - <ID>,82750.0,Tagihan,3
K0P1 K3N4NG4N C4F3 - <ID>,59100.0,Makanan & Minuman,2
DRV GRAB RIDE OVO - <ID>,36630.0,Transport,4
SHOPEEPAY*PROMO - <ID>,725500.0,Belanja,0
GR0C3RY 1ND0M4R3T - <ID>,90000.0,Makanan & Minuman,2
IKEA*MEMO - <ID>,77250.0,Belanja,0
B3L4NJ4 F4SH10N*M3M0 - <ID>,451100.0,Belanja,0
KOPI KENANGAN CAFE - <ID>,120990.0,Makanan & Minuman,2
DISNEY HOTSTAR*MEMO - <ID>,230000.0,Hiburan,1
BELANJA ELEKTRONIK*MEMO - <ID>,261960.0,Belanja,0
TRF-V PEMBAYARAN PLN*REK - <ID>,430000.0,Tagihan,3
TOKOPEDIA*MEMO - <ID>,302500.0,Belanja,0
B3L4NJ4 F4SH10N*M3M0 - <ID>,285000.0,Belanja,0
DISNEY HOTSTAR*MEMO - <ID>,221000.0,Hiburan,1
PEMBAYARAN PAM*PDAM - <ID>,280830.0,Tagihan,3
MIE GACOAN REST - <ID>,27000.0,Makanan & Minuman,2
AMUSEMENT PARK ENTRANCE - <ID>,160950.0,Hiburan,1
BOOKING HOTEL TRAVELOKA - <ID>,19000.0,Transport,4
SP0T1FY*PR3M1UM - <ID>,178000.0,Hiburan,1
GRABFOOD MEMO - <ID>,35750.0,Makanan & Minuman,2
IKEA*MEMO - <ID>,982750.0,Belanja,0
MAKAN DI RESTORAN - <ID>,23500.0,Makanan & Minuman,2
MIE GACOAN REST - <ID>,108000.0,Makanan & Minuman,2
SH0P33P4Y*PR0M0 - <ID>,163000.0,Belanja,0
TRF-V BOOKING HOTEL TRAVELOKA - <ID>,95500.0,Transport,4
TIKET KERETA KAI - <ID>,69900.0,Transport,4
T1K3T BUS D4MR1 - <ID>,55500.0,Transport,4
BOOKING HOTEL TRAVELOKA - <ID>,75000.0,Transport,4
MCDONALDS MEAL PAYMENT - <ID>,16900.0,Makanan & Minuman,2
TIKET KERETA KAI - <ID>,50000.0,Transport,4
MAKAN DI RESTORAN - <ID>,56610.0,Makanan & Minuman,2
DRV GROCERY INDOMARET - <ID>,53100.0,Makanan & Minuman,2
M-BCA SPOTIFY*PREMIUM - <ID>,53000.0,Hiburan,1
M-BCA NETFLIX*SUBSCRIPTION - <ID>,259000.0,Hiburan,1
SHOPEEPAY*PROMO - <ID>,485100.0,Belanja,0
GROCERY INDOMARET - <ID>,117000.0,Makanan & Minuman,2
DRV SHOPEEPAY*PROMO - <ID>,428750.0,Belanja,0
B3L4NJ4 F4SH10N*M3M0 - <ID>,714000.0,Belanja,0
TIKET BIOSKOP XXI - <ID>,277500.0,Hiburan,1
BELANJA FASHION*MEMO - <ID>,310800.0,Belanja,0
TRF-V GRABFOOD MEMO - <ID>,80750.0,Makanan & Minuman,2
DBT GRAB RIDE OVO - <ID>,92000.0,Transport,4
BELANJA FASHION*MEMO - <ID>,1094460.0,Belanja,0
SHOPEEPAY*PROMO - <ID>,811250.0,Belanja,0
T0K0P3D14*M3M0 - <ID>,719500.0,Belanja,0
4SUR4NS1*4UT0-D3B3T - <ID>,404000.0,Tagihan,3
M4K4N D1 R3ST0R4N - <ID>,144000.0,Makanan & Minuman,2
MCDONALDS MEAL PAYMENT - <ID>,116900.0,Makanan & Minuman,2
PEMBAYARAN PLN*REK - <ID>,449000.0,Tagihan,3
DRV BOOKING HOTEL TRAVELOKA - <ID>,16650.0,Transport,4
TIKET BUS DAMRI - <ID>,58000.0,Transport,4
ISI BENSIN PERTAMINA - <ID>,66250.0,Transport,4
ISI PULSA/DATA*MEMO - <ID>,774780.0,Tagihan,3
BOOKING HOTEL TRAVELOKA - <ID>,14430.0,Transport,4
TOKOPEDIA*MEMO - <ID>,384060.0,Belanja,0
T1K3T P3S4W4T - <ID>,88500.0,Transport,4
SHOPEEPAY*PROMO - <ID>,451000.0,Belanja,0
D1SN3Y H0TST4R*M3M0 - <ID>,103100.0,Hiburan,1
INTERNET WIFI BROADBAND - <ID>,155400.0,Tagihan,3
CINEMA XXI MOVIE TICKET - <ID>,184260.0,Hiburan,1
SH0P33P4Y*PR0M0 - <ID>,828100.0,Belanja,0
N3TFL1X*SUBSCR1PT10N - <ID>,295900.0,Hiburan,1
M-BCA BELANJA FASHION*MEMO - <ID>,380000.0,Belanja,0
TIKET KERETA KAI - <ID>,53000.0,Transport,4
TOKOPEDIA*MEMO - <ID>,985000.0,Belanja,0
TIKET BUS DAMRI - <ID>,64000.0,Transport,4
P3MB4Y4R4N PLN*R3K - <ID>,487900.0,Tagihan,3
IKEA*MEMO - <ID>,362900.0,Belanja,0
INTERNET WIFI BROADBAND - <ID>,643000.0,Tagihan,3
DBT SPOTIFY*PREMIUM - <ID>,81000.0,Hiburan,1
DISNEY HOTSTAR*MEMO - <ID>,103230.0,Hiburan,1
T0K0P3D14*M3M0 - <ID>,227550.0,Belanja,0
TIKET PESAWAT - <ID>,2597750.0,Transport,4
NETFLIX*SUBSCRIPTION - <ID>,289500.0,Hiburan,1
TIKET BIOSKOP XXI - <ID>,154750.0,Hiburan,1
INTERNET WIFI BROADBAND - <ID>,179000.0,Tagihan,3
GRAB RIDE OVO - <ID>,56610.0,Transport,4
ISI BENSIN PERTAMINA - <ID>,98250.0,Transport,4
GROCERY INDOMARET - <ID>,25530.0,Makanan & Minuman,2
NETFLIX*SUBSCRIPTION - <ID>,292500.0,Hiburan,1
PEMBAYARAN PAM*PDAM - <ID>,507750.0,Tagihan,3
ISI PULSA/DATA*MEMO - <ID>,382000.0,Tagihan,3
AMUSEMENT PARK ENTRANCE - <ID>,29970.0,Hiburan,1
MCDONALDS MEAL PAYMENT - <ID>,72500.0,Makanan & Minuman,2
BOOKING HOTEL TRAVELOKA - <ID>,38850.0,Transport,4
TIKET BUS DAMRI - <ID>,63250.0,Transport,4
K0P1 K3N4NG4N C4F3 - <ID>,113220.0,Makanan & Minuman,2
TIKET BIOSKOP XXI - <ID>,44500.0,Hiburan,1
DRV TIKET PESAWAT - <ID>,1893660.0,Transport,4
M-BCA BELANJA ELEKTRONIK*MEMO - <ID>,689000.0,Belanja,0
P3MB4Y4R4N PLN*R3K - <ID>,446220.0,Tagihan,3
DISNEY HOTSTAR*MEMO - <ID>,206000.0,Hiburan,1
ISI BENSIN PERTAMINA - <ID>,85000.0,Transport,4
DBT BOOKING HOTEL TRAVELOKA - <ID>,14430.0,Transport,4
GO-FOOD TRANSAKSI - <ID>,80000.0,Makanan & Minuman,2
BELANJA ELEKTRONIK*MEMO - <ID>,867100.0,Belanja,0
BOOKING HOTEL TRAVELOKA - <ID>,21250.0,Transport,4
DRV BELANJA ELEKTRONIK*MEMO - <ID>,631000.0,Belanja,0
BELANJA FASHION*MEMO - <ID>,985500.0,Belanja,0
DBT GRABFOOD MEMO - <ID>,125000.0,Makanan & Minuman,2
MCDONALDS MEAL PAYMENT - <ID>,19500.0,Makanan & Minuman,2
PEMBAYARAN PAM*PDAM - <ID>,647130.0,Tagihan,3
SHOPEEPAY*PROMO - <ID>,736000.0,Belanja,0
TOKOPEDIA*MEMO - <ID>,708000.0,Belanja,0
B3L4NJ4 3L3KTR0N1K*M3M0 - <ID>,617000.0,Belanja,0
DRV BELANJA FASHION*MEMO - <ID>,1106670.0,Belanja,0
PEMBAYARAN PLN*REK - <ID>,235000.0,Tagihan,3
BELANJA FASHION*MEMO - <ID>,513250.0,Belanja,0
MAKAN DI RESTORAN - <ID>,29000.0,Makanan & Minuman,2
BOOKING HOTEL TRAVELOKA - <ID>,105000.0,Transport,4
PEMBAYARAN PAM*PDAM - <ID>,294150.0,Tagihan,3
BELANJA ELEKTRONIK*MEMO - <ID>,151100.0,Belanja,0
TRF-V BELANJA ELEKTRONIK*MEMO - <ID>,571650.0,Belanja,0
TIKET PESAWAT - <ID>,1792500.0,Transport,4
GO-FOOD TRANSAKSI - <ID>,137000.0,Makanan & Minuman,2
AMUSEMENT PARK ENTRANCE - <ID>,265000.0,Hiburan,1
PEMBAYARAN PLN*REK - <ID>,669500.0,Tagihan,3
DISNEY HOTSTAR*MEMO - <ID>,95000.0,Hiburan,1
BOOKING HOTEL TRAVELOKA - <ID>,98790.0,Transport,4
GOPAY GO-RIDE - <ID>,42180.0,Transport,4
MCDONALDS MEAL PAYMENT - <ID>,79500.0,Makanan & Minuman,2
GOPAY GO-RIDE - <ID>,61100.0,Transport,4
BELANJA ELEKTRONIK*MEMO - <ID>,384000.0,Belanja,0
PEMBAYARAN PAM*PDAM - <ID>,644900.0,Tagihan,3
TIKET BUS DAMRI - <ID>,51900.0,Transport,4
SHOPEEPAY*PROMO - <ID>,341000.0,Belanja,0
BELANJA ELEKTRONIK*MEMO - <ID>,180000.0,Belanja,0
GOPAY GO-RIDE - <ID>,39900.0,Transport,4
GROCERY INDOMARET - <ID>,135420.0,Makanan & Minuman,2
INTERNET WIFI BROADBAND - <ID>,118000.0,Tagihan,3
PEMBAYARAN PLN*REK - <ID>,459000.0,Tagihan,3
PEMBAYARAN PAM*PDAM - <ID>,405500.0,Tagihan,3
MIE GACOAN REST - <ID>,97750.0,Makanan & Minuman,2
ASURANSI*AUTO-DEBET - <ID>,211250.0,Tagihan,3
SHOPEEPAY*PROMO - <ID>,383000.0,Belanja,0
GRABFOOD MEMO - <ID>,108780.0,Makanan & Minuman,2
TIKET BUS DAMRI - <ID>,77000.0,Transport,4
MIE GACOAN REST - <ID>,91000.0,Makanan & Minuman,2
KOPI KENANGAN CAFE - <ID>,115000.0,Makanan & Minuman,2
MIE GACOAN REST - <ID>,133200.0,Makanan & Minuman,2
TIKET PESAWAT - <ID>,2119750.0,Transport,4
TOKOPEDIA*MEMO - <ID>,916500.0,Belanja,0
SHOPEEPAY*PROMO - <ID>,671900.0,Belanja,0
CINEMA XXI MOVIE TICKET - <ID>,157900.0,Hiburan,1
INTERNET WIFI BROADBAND - <ID>,648250.0,Tagihan,3
KOPI KENANGAN CAFE - <ID>,54750.0,Makanan & Minuman,2
BOOKING HOTEL TRAVELOKA - <ID>,50000.0,Transport,4
TRF-V GROCERY INDOMARET - <ID>,18870.0,Makanan & Minuman,2
TIKET BIOSKOP XXI - <ID>,77000.0,Hiburan,1
SPOTIFY*PREMIUM - <ID>,139500.0,Hiburan,1
DISNEY HOTSTAR*MEMO - <ID>,205750.0,Hiburan,1
SH0P33P4Y*PR0M0 - <ID>,295100.0,Belanja,0
TRF-V GRABFOOD MEMO - <ID>,118770.0,Makanan & Minuman,2
AMUSEMENT PARK ENTRANCE - <ID>,57250.0,Hiburan,1
SHOPEEPAY*PROMO - <ID>,749000.0,Belanja,0
GO-FOOD TRANSAKSI - <ID>,129870.0,Makanan & Minuman,2
TIKET BUS DAMRI - <ID>,26100.0,Transport,4
TOKOPEDIA*MEMO - <ID>,704000.0,Belanja,0
INTERNET WIFI BROADBAND - <ID>,551000.0,Tagihan,3
IKEA*MEMO - <ID>,1076700.0,Belanja,0
KOPI KENANGAN CAFE - <ID>,114100.0,Makanan & Minuman,2
NETFLIX*SUBSCRIPTION - <ID>,168250.0,Hiburan,1
1S1 PULS4/D4T4*M3M0 - <ID>,94000.0,Tagihan,3
P3MB4Y4R4N P4M*PD4M - <ID>,342500.0,Tagihan,3
TOKOPEDIA*MEMO - <ID>,145900.0,Belanja,0
ASURANSI*AUTO-DEBET - <ID>,108100.0,Tagihan,3
INTERNET WIFI BROADBAND - <ID>,354900.0,Tagihan,3
BELANJA ELEKTRONIK*MEMO - <ID>,952380.0,Belanja,0
SPOTIFY*PREMIUM - <ID>,144000.0,Hiburan,1
MAKAN DI RESTORAN - <ID>,149850.0,Makanan & Minuman,2
DISNEY HOTSTAR*MEMO - <ID>,297480.0,Hiburan,1
PEMBAYARAN PAM*PDAM - <ID>,738750.0,Tagihan,3
SHOPEEPAY*PROMO - <ID>,1071150.0,Belanja,0
ASURANSI*AUTO-DEBET - <ID>,388500.0,Tagihan,3
INTERNET WIFI BROADBAND - <ID>,751100.0,Tagihan,3
AMUSEMENT PARK ENTRANCE - <ID>,284900.0,Hiburan,1
PEMBAYARAN PLN*REK - <ID>,734000.0,Tagihan,3
INTERNET WIFI BROADBAND - <ID>,443750.0,Tagihan,3
